Iteration,GAS,LAS,NAS-D,NAS-L,NAS,"NAS
+LAS(S)","GAS
+LAS(S)","GAS
+NAS-L(S)","GAS
+NAS-D(S)","GAS
+NAS(S)","GAS
+LAS(S)
+NAS-D(S)","GAS
+LAS(S)
+NAS-L(S)","GAS
+LAS(S)
+(NAS-D
+NAS-L)(S)"
1,0.876,0.967,0.951,0.969,0.951,0.949,0.871,0.872,0.869,0.869,0.865,0.867,0.865
2,0.867,0.919,0.864,0.865,0.84,0.826,0.855,0.844,0.843,0.815,0.832,0.833,0.812
3,0.854,0.912,0.837,0.891,0.838,0.822,0.84,0.836,0.809,0.81,0.806,0.82,0.807
4,0.836,0.867,0.733,0.806,0.732,0.691,0.811,0.769,0.681,0.68,0.671,0.761,0.67
5,0.837,0.849,0.719,0.796,0.721,0.671,0.808,0.756,0.665,0.666,0.653,0.747,0.654
6,0.831,0.846,0.719,0.796,0.721,0.67,0.8,0.754,0.662,0.664,0.649,0.745,0.651
7,0.812,0.814,0.68,0.773,0.689,0.618,0.769,0.721,0.606,0.617,0.584,0.702,0.596
8,0.795,0.784,0.657,0.75,0.667,0.576,0.739,0.686,0.569,0.582,0.536,0.652,0.55
9,0.801,0.769,0.645,0.739,0.656,0.552,0.741,0.674,0.557,0.571,0.521,0.648,0.536
10,0.796,0.753,0.646,0.727,0.652,0.538,0.728,0.657,0.555,0.563,0.514,0.626,0.523
