Iteration,GAS,LAS,NAS-D,NAS-L,NAS,"NAS
+LAS(S)","GAS
+LAS(S)","GAS
+NAS-L(S)","GAS
+NAS-D(S)","GAS
+NAS(S)","GAS
+LAS(S)
+NAS-D(S)","GAS
+LAS(S)
+NAS-L(S)","GAS
+LAS(S)
+(NAS-D
+NAS-L)(S)"
1,0.928,0.972,0.988,0.971,0.976,0.975,0.926,0.926,0.927,0.926,0.925,0.924,0.924
2,0.855,0.943,0.947,0.944,0.936,0.932,0.846,0.847,0.847,0.845,0.838,0.837,0.836
3,0.821,0.917,0.905,0.899,0.886,0.875,0.805,0.801,0.802,0.798,0.785,0.783,0.78
4,0.758,0.861,0.816,0.874,0.823,0.795,0.719,0.724,0.704,0.707,0.656,0.679,0.659
5,0.73,0.871,0.839,0.868,0.833,0.808,0.69,0.689,0.678,0.675,0.63,0.643,0.627
6,0.71,0.777,0.738,0.781,0.735,0.66,0.627,0.628,0.607,0.606,0.494,0.522,0.493
7,0.682,0.763,0.73,0.791,0.714,0.624,0.584,0.599,0.565,0.555,0.43,0.474,0.417
8,0.637,0.764,0.697,0.743,0.694,0.6,0.526,0.512,0.48,0.478,0.32,0.362,0.316
9,0.607,0.744,0.693,0.748,0.668,0.554,0.472,0.475,0.433,0.412,0.238,0.294,0.21
10,0.599,0.724,0.669,0.714,0.641,0.504,0.446,0.438,0.4,0.374,0.171,0.223,0.135
