Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.468,0.111,0.441,0.59,0.046,0.422,0.555,0.812,0.894
A2-A3,0.503,0.157,0.439,0.604,0.074,0.385,0.571,0.727,0.872
A2-A4,0.442,0.078,0.441,0.602,0.04,0.38,0.569,0.634,0.844
