Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.454,0.126,0.441,0.598,0.049,0.414,0.54,0.779,0.811
A2-A3,0.502,0.181,0.476,0.66,0.112,0.484,0.61,0.833,0.841
A2-A4,0.597,0.199,0.426,0.676,0.08,0.451,0.615,0.749,0.76
