Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.379,0.092,0.422,0.519,0.037,0.349,0.49,0.832,0.924
A2-A4,0.381,0.093,0.417,0.52,0.037,0.352,0.488,0.813,0.919
A2-A3,0.381,0.093,0.41,0.518,0.037,0.35,0.492,0.73,0.868
