Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.496,0.118,0.47,0.593,0.034,0.39,0.537,0.827,0.836
A2-A4,0.512,0.115,0.458,0.601,0.033,0.36,0.546,0.792,0.821
A2-A3,0.468,0.107,0.454,0.576,0.031,0.38,0.526,0.764,0.797
