Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.372,0.07,0.444,0.535,0.022,0.322,0.483,0.825,0.891
A2-A4,0.367,0.068,0.437,0.527,0.022,0.324,0.484,0.707,0.834
A2-A3,0.369,0.069,0.441,0.53,0.022,0.323,0.486,0.626,0.772
