Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.585,0.188,0.517,0.677,0.084,0.489,0.623,0.871,0.91
A2-A4,0.579,0.19,0.492,0.665,0.085,0.487,0.619,0.868,0.911
A2-A3,0.575,0.178,0.481,0.661,0.071,0.485,0.629,0.883,0.892
