Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A3,0.543,0.13,0.443,0.626,0.041,0.447,0.58,0.933,0.934
A2-A1,0.471,0.09,0.447,0.57,0.024,0.395,0.505,0.835,0.89
A2-A4,0.611,0.164,0.462,0.65,0.064,0.451,0.609,0.922,0.94
