Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.569,0.191,0.502,0.664,0.109,0.472,0.633,0.896,0.896
A2-A4,0.676,0.292,0.561,0.716,0.159,0.527,0.688,0.922,0.933
A2-A3,0.561,0.196,0.504,0.673,0.098,0.488,0.649,0.923,0.926
