Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.54,0.163,0.522,0.642,0.069,0.479,0.611,0.911,0.946
A2-A4,0.538,0.178,0.479,0.636,0.08,0.475,0.601,0.845,0.907
A2-A3,0.537,0.184,0.458,0.631,0.081,0.476,0.601,0.795,0.866
