Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.492,0.119,0.449,0.594,0.042,0.348,0.543,0.8,0.841
A2-A3,0.491,0.119,0.448,0.591,0.042,0.343,0.543,0.782,0.827
A2-A4,0.494,0.121,0.453,0.592,0.042,0.343,0.543,0.758,0.83
