Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.586,0.242,0.557,0.685,0.115,0.526,0.654,0.849,0.871
A2-A3,0.374,0.106,0.435,0.52,0.044,0.391,0.49,0.831,0.838
A2-A4,0.377,0.108,0.442,0.52,0.044,0.391,0.49,0.814,0.823
