Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A3,0.556,0.144,0.498,0.658,0.055,0.407,0.6,0.905,0.911
A2-A4,0.542,0.131,0.429,0.651,0.056,0.407,0.612,0.931,0.933
A2-A1,0.43,0.092,0.38,0.55,0.025,0.358,0.52,0.729,0.753
