Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A3,0.613,0.218,0.479,0.682,0.086,0.466,0.626,0.76,0.885
A2-A1,0.554,0.198,0.464,0.645,0.095,0.448,0.617,0.739,0.798
A2-A4,0.607,0.199,0.477,0.691,0.096,0.477,0.646,0.793,0.878
