Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.442,0.072,0.397,0.514,0.014,0.349,0.477,0.712,0.742
A2-A3,0.457,0.093,0.439,0.573,0.029,0.358,0.52,0.814,0.833
A2-A4,0.526,0.168,0.449,0.618,0.072,0.409,0.594,0.701,0.821
