Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A3,0.44,0.109,0.456,0.57,0.038,0.388,0.532,0.557,0.811
A2-A4,0.426,0.044,0.341,0.568,0.012,0.372,0.537,0.784,0.853
A2-A1,0.389,0.049,0.427,0.523,0.013,0.345,0.484,0.776,0.845
