Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.489,0.087,0.389,0.585,0.025,0.382,0.562,0.829,0.844
A2-A3,0.476,0.068,0.367,0.563,0.019,0.379,0.554,0.66,0.689
A2-A4,0.473,0.069,0.368,0.561,0.019,0.382,0.552,0.615,0.642
