Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.396,0.065,0.4,0.507,0.019,0.314,0.464,0.751,0.759
A2-A4,0.48,0.105,0.407,0.572,0.031,0.32,0.527,0.824,0.841
A2-A3,0.387,0.065,0.421,0.518,0.023,0.298,0.485,0.754,0.778
