Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.411,0.08,0.393,0.525,0.022,0.324,0.493,0.698,0.745
A2-A4,0.536,0.149,0.449,0.618,0.059,0.412,0.596,0.862,0.87
A2-A3,0.419,0.126,0.462,0.565,0.063,0.388,0.544,0.811,0.825
