Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.576,0.192,0.485,0.65,0.083,0.485,0.616,0.799,0.918
A2-A4,0.544,0.175,0.463,0.642,0.076,0.479,0.6,0.898,0.948
A2-A3,0.542,0.167,0.42,0.637,0.072,0.476,0.599,0.788,0.891
