Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.558,0.158,0.471,0.632,0.058,0.429,0.592,0.739,0.93
A2-A4,0.499,0.142,0.419,0.628,0.051,0.446,0.596,0.82,0.927
A2-A3,0.56,0.155,0.443,0.623,0.053,0.434,0.605,0.818,0.899
