Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A3,0.517,0.153,0.451,0.634,0.061,0.426,0.584,0.876,0.903
A2-A1,0.517,0.121,0.408,0.599,0.041,0.38,0.553,0.777,0.837
A2-A4,0.517,0.134,0.401,0.629,0.072,0.42,0.598,0.883,0.891
