Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A4,0.584,0.18,0.464,0.63,0.079,0.331,0.578,0.637,0.82
A2-A3,0.472,0.131,0.51,0.593,0.048,0.327,0.557,0.599,0.795
A2-A1,0.395,0.084,0.461,0.536,0.031,0.255,0.49,0.563,0.798
