Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.507,0.13,0.462,0.612,0.051,0.419,0.576,0.74,0.852
A2-A4,0.493,0.109,0.443,0.592,0.039,0.382,0.553,0.862,0.875
A2-A3,0.474,0.115,0.457,0.586,0.042,0.389,0.549,0.574,0.796
