Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.511,0.157,0.438,0.625,0.09,0.436,0.6,0.653,0.835
A2-A4,0.55,0.164,0.442,0.647,0.085,0.453,0.616,0.767,0.896
A2-A3,0.478,0.133,0.388,0.589,0.076,0.411,0.572,0.568,0.67
