Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.391,0.067,0.39,0.531,0.02,0.302,0.486,0.837,0.85
A2-A3,0.488,0.14,0.465,0.631,0.056,0.406,0.589,0.768,0.799
A2-A4,0.404,0.058,0.437,0.553,0.017,0.331,0.503,0.817,0.83
