Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.53,0.174,0.491,0.637,0.078,0.46,0.606,0.722,0.809
A2-A3,0.526,0.17,0.479,0.637,0.078,0.455,0.608,0.72,0.808
A2-A4,0.526,0.17,0.479,0.637,0.078,0.455,0.608,0.72,0.808
