Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.47,0.093,0.425,0.588,0.02,0.411,0.557,0.898,0.916
A2-A4,0.47,0.097,0.417,0.586,0.022,0.41,0.552,0.908,0.912
A2-A3,0.47,0.098,0.415,0.586,0.022,0.41,0.552,0.909,0.914
