Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.429,0.057,0.409,0.534,0.006,0.3,0.481,0.633,0.737
A2-A4,0.376,0.059,0.39,0.495,0.008,0.301,0.445,0.557,0.72
A2-A3,0.377,0.059,0.391,0.496,0.008,0.299,0.444,0.635,0.707
