Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.483,0.13,0.454,0.595,0.045,0.44,0.57,0.837,0.887
A2-A4,0.482,0.138,0.425,0.619,0.05,0.45,0.596,0.701,0.784
A2-A3,0.485,0.127,0.45,0.597,0.044,0.432,0.577,0.755,0.853
