Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.479,0.108,0.423,0.558,0.025,0.336,0.524,0.618,0.622
A2-A4,0.469,0.108,0.409,0.543,0.025,0.337,0.515,0.49,0.528
A2-A3,0.473,0.11,0.393,0.543,0.026,0.341,0.517,0.439,0.511
