Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.599,0.136,0.434,0.683,0.052,0.457,0.627,0.805,0.888
A2-A4,0.546,0.115,0.428,0.64,0.038,0.409,0.6,0.864,0.883
A2-A3,0.552,0.116,0.427,0.645,0.039,0.41,0.607,0.783,0.872
