Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.492,0.099,0.465,0.599,0.029,0.394,0.56,0.848,0.885
A2-A3,0.467,0.098,0.475,0.584,0.041,0.378,0.552,0.799,0.884
A2-A4,0.465,0.097,0.478,0.582,0.041,0.38,0.549,0.74,0.846
