Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.538,0.2,0.495,0.641,0.103,0.444,0.607,0.903,0.956
A2-A4,0.535,0.181,0.47,0.62,0.09,0.403,0.579,0.852,0.933
A2-A3,0.456,0.121,0.449,0.583,0.049,0.372,0.547,0.797,0.896
