Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.428,0.106,0.43,0.562,0.039,0.406,0.542,0.859,0.869
A2-A4,0.423,0.102,0.435,0.554,0.036,0.402,0.534,0.82,0.891
A2-A3,0.428,0.106,0.43,0.562,0.039,0.406,0.542,0.859,0.869
