Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.434,0.107,0.464,0.565,0.045,0.34,0.531,0.736,0.867
A2-A4,0.444,0.106,0.462,0.571,0.043,0.336,0.536,0.781,0.869
A2-A3,0.437,0.108,0.451,0.564,0.045,0.341,0.535,0.723,0.786
