Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.367,0.104,0.385,0.478,0.059,0.33,0.451,0.351,0.53
A2-A3,0.363,0.1,0.385,0.472,0.053,0.326,0.451,0.336,0.526
A2-A4,0.364,0.097,0.385,0.473,0.05,0.327,0.452,0.283,0.557
