Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A3,0.599,0.219,0.494,0.685,0.114,0.503,0.65,0.834,0.905
A2-A4,0.544,0.098,0.444,0.628,0.026,0.417,0.598,0.782,0.791
A2-A1,0.502,0.144,0.461,0.616,0.062,0.439,0.597,0.735,0.838
