Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A2-A1,0.508,0.132,0.486,0.637,0.064,0.458,0.596,0.906,0.927
A2-A4,0.501,0.131,0.47,0.617,0.059,0.454,0.584,0.784,0.908
A2-A3,0.487,0.118,0.455,0.613,0.057,0.442,0.579,0.627,0.784
