Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.496,0.15,0.407,0.603,0.06,0.411,0.569,0.749,0.86
A1-A4,0.741,0.506,0.65,0.831,0.409,0.735,0.816,0.929,0.977
A1-A3,0.815,0.533,0.716,0.865,0.408,0.793,0.849,0.858,0.927
