Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.551,0.142,0.427,0.658,0.034,0.466,0.619,0.916,0.919
A1-A3,0.961,0.889,0.916,0.977,0.841,0.846,0.977,0.853,0.912
A1-A4,0.961,0.903,0.934,0.977,0.867,0.977,0.977,0.942,0.964
