Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.433,0.107,0.359,0.575,0.031,0.406,0.536,0.747,0.78
A1-A3,0.651,0.238,0.505,0.731,0.099,0.556,0.698,0.878,0.884
A1-A4,0.553,0.133,0.373,0.619,0.038,0.4,0.586,0.648,0.683
