Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.495,0.11,0.39,0.617,0.035,0.425,0.579,0.798,0.833
A1-A4,0.562,0.174,0.409,0.66,0.082,0.48,0.635,0.816,0.885
A1-A3,0.776,0.399,0.636,0.822,0.268,0.691,0.807,0.881,0.917
