Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.489,0.113,0.393,0.606,0.032,0.409,0.549,0.925,0.928
A1-A3,0.645,0.251,0.576,0.704,0.116,0.501,0.659,0.862,0.869
A1-A4,0.657,0.228,0.522,0.717,0.102,0.538,0.686,0.901,0.907
