Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.473,0.146,0.385,0.6,0.07,0.398,0.566,0.795,0.833
A1-A3,0.592,0.17,0.458,0.676,0.067,0.448,0.639,0.877,0.926
A1-A4,0.269,0.037,0.239,0.488,0.014,0.285,0.464,0.503,0.736
