Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.506,0.156,0.406,0.638,0.073,0.453,0.601,0.906,0.929
A1-A3,0.933,0.792,0.84,0.95,0.695,0.935,0.947,0.957,0.981
A1-A4,0.957,0.796,0.914,0.971,0.701,0.932,0.965,0.978,0.993
