Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.551,0.144,0.436,0.664,0.051,0.451,0.619,0.824,0.866
A1-A4,0.932,0.753,0.889,0.963,0.646,0.921,0.957,0.881,0.909
A1-A3,0.9,0.728,0.835,0.935,0.622,0.929,0.933,0.829,0.881
