Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.588,0.179,0.419,0.642,0.072,0.462,0.627,0.756,0.762
A1-A3,0.998,0.994,0.973,0.999,0.992,0.999,0.997,0.956,0.984
A1-A4,0.996,0.989,0.981,0.999,0.992,0.999,0.999,0.981,0.997
