Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.625,0.225,0.483,0.702,0.1,0.57,0.675,0.944,0.945
A1-A3,0.945,0.866,0.917,0.968,0.819,0.964,0.964,0.948,0.98
A1-A4,0.948,0.867,0.916,0.968,0.819,0.964,0.964,0.948,0.98
