Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.51,0.116,0.36,0.591,0.038,0.37,0.575,0.528,0.608
A1-A3,0.996,0.992,0.998,1.0,1.0,1.0,1.0,1.0,1.0
A1-A4,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0
