Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.415,0.074,0.343,0.545,0.017,0.329,0.509,0.831,0.836
A1-A4,0.531,0.175,0.437,0.699,0.101,0.525,0.675,0.928,0.929
A1-A3,0.713,0.324,0.555,0.777,0.185,0.63,0.761,0.934,0.963
