Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.499,0.138,0.358,0.609,0.062,0.382,0.556,0.714,0.749
A1-A4,0.697,0.315,0.563,0.765,0.183,0.612,0.746,0.748,0.859
A1-A3,0.739,0.372,0.655,0.801,0.214,0.693,0.777,0.956,0.957
