Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.555,0.097,0.465,0.634,0.024,0.444,0.599,0.877,0.925
A1-A3,0.775,0.473,0.695,0.85,0.337,0.792,0.844,0.923,0.936
A1-A4,0.777,0.477,0.705,0.853,0.353,0.794,0.846,0.912,0.934
