Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.545,0.136,0.404,0.647,0.046,0.427,0.601,0.751,0.799
A1-A3,0.73,0.371,0.697,0.814,0.237,0.643,0.768,0.861,0.87
A1-A4,0.699,0.325,0.692,0.798,0.2,0.655,0.756,0.848,0.855
