Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.551,0.141,0.421,0.631,0.046,0.408,0.592,0.834,0.843
A1-A4,0.81,0.436,0.698,0.848,0.291,0.689,0.807,0.845,0.931
A1-A3,0.617,0.324,0.678,0.764,0.246,0.668,0.723,0.876,0.888
