Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.523,0.18,0.399,0.607,0.086,0.422,0.585,0.679,0.843
A1-A4,0.7,0.29,0.503,0.763,0.157,0.589,0.735,0.785,0.799
A1-A3,0.739,0.44,0.657,0.792,0.317,0.726,0.786,0.907,0.964
