Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.47,0.155,0.384,0.607,0.075,0.425,0.59,0.735,0.797
A1-A3,0.656,0.252,0.552,0.738,0.114,0.574,0.726,0.824,0.882
A1-A4,0.433,0.113,0.321,0.567,0.05,0.363,0.557,0.525,0.644
