Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.42,0.135,0.337,0.554,0.072,0.344,0.503,0.626,0.713
A1-A2,0.42,0.135,0.337,0.554,0.072,0.344,0.503,0.626,0.713
A1-A3,0.718,0.316,0.579,0.767,0.156,0.619,0.723,0.889,0.903
A1-A4,0.54,0.188,0.386,0.603,0.087,0.408,0.558,0.537,0.574
