Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.43,0.111,0.326,0.588,0.053,0.391,0.546,0.779,0.899
A1-A3,0.66,0.232,0.514,0.709,0.095,0.575,0.676,0.877,0.889
A1-A4,0.44,0.105,0.351,0.582,0.037,0.442,0.551,0.747,0.859
