Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.467,0.145,0.384,0.61,0.064,0.408,0.559,0.768,0.796
A1-A3,0.654,0.272,0.532,0.714,0.14,0.552,0.68,0.884,0.916
A1-A4,0.567,0.244,0.492,0.671,0.141,0.548,0.65,0.833,0.848
