Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A3,0.624,0.202,0.522,0.687,0.084,0.51,0.662,0.919,0.935
A1-A2,0.534,0.166,0.421,0.641,0.078,0.465,0.611,0.84,0.914
A1-A4,0.687,0.29,0.589,0.769,0.153,0.591,0.734,0.839,0.955
