Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.546,0.208,0.487,0.688,0.116,0.5,0.653,0.761,0.827
A1-A4,0.671,0.302,0.552,0.728,0.165,0.558,0.705,0.841,0.89
A1-A3,0.804,0.485,0.746,0.857,0.344,0.768,0.838,0.927,0.949
