Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.377,0.112,0.355,0.569,0.07,0.428,0.54,0.739,0.84
A1-A3,0.72,0.36,0.637,0.768,0.217,0.695,0.747,0.934,0.974
A1-A4,0.545,0.167,0.455,0.636,0.065,0.471,0.613,0.754,0.827
